steel-id,steel-name,steel-type,comment,Co,Ti,Mo,Ni,W,Al,Si,V,Cu,P,Fe,Sn,N,Nb,C,Mn,S,Cr,sample-name,comment,no-heat-treatment,heat-treatment/temperature-1,heat-treatment/time-1,heat-treatment/temperature-2,heat-treatment/time-2,heat-treatment/temperature-3,heat-treatment/time-3,heat-treatment/temperature-4,heat-treatment/time-4,heat-treatment/temperature-5,heat-treatment/time-5,heat-treatment/temperature-6,heat-treatment/time-6,heat-treatment/temperature-7,heat-treatment/time-7,test-name,result/no-pitting,info/testing-area,info/temperature,info/scan-rate,info/initial-potential,result/pitting-breakdown-potential,info/initial-temperature,info/polarized-potential,info/heating-rate,result/critical-pitting-temperature,info/current-density,result/maximum-activation-current-density,result/maximum-reactivation-current-density,result/current-reactivation-ratio,solution/solute-1,solute-1,solution/weight-concentration-1,solution/mol-concentration-1,solution/solute-2,solute-2,solution/weight-concentration-2,solution/mol-concentration-2,solution/solute-3,solute-3,solution/weight-concentration-3,solution/mol-concentration-3,NaCl-weight,NaCl-mol,H2SO4-weight,H2SO4-mol,HCL-weight,HCL-mol,Oxalic acid-weight,Oxalic acid-mol,过硫酸铵-weight,过硫酸铵-mol,NaBr-weight,NaBr-mol,FeCl3-weight,FeCl3-mol,硼酸-weight,硼酸-mol,NaBr+NaCl-weight,NaBr+NaCl-mol,Na2SO4-weight,Na2SO4-mol,OH--weight,OH-mol,硼酸盐-weight,硼酸盐-mol,KSCN-weight,KSCN-mol,SnCl2-weight,SnCl2-mol,氢氧化钠-weight,氢氧化钠-mol,ferric sulphate-weight,ferric sulphate-mol,immersion-test//solid-content,immersion-test//boiling,immersion-test//cycles,cycle-number-1,weight-after-test-1,corrosion-rate-1,cycle-number-2,weight-after-test-2,corrosion-rate-2,cycle-number-3,weight-after-test-3,corrosion-rate-3,cycle-number-4,weight-after-test-4,corrosion-rate-4,cycle-number-5,weight-after-test-5,corrosion-rate-5,cycle-number-6,weight-after-test-6,corrosion-rate-6,PREN,xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,2.5μm polished,no,no-heat-treatment,,,,,,,,,,,,,,,PP,,0.2826,30,0.0001667,-0.3417,0.3883,,,,,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084d4b0865f8b0017b42127_6084d4b0865f8b0017b42129.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,初始边缘,no,no-heat-treatment,,,,,,,,,,,,,,,PP,,0.2826,30,0.0001667,-0.3543,0.4329,,,,,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084d523865f8b0017b42284_6084d523865f8b0017b42286.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,初始边缘,no,no-heat-treatment,,,,,,,,,,,,,,,PP,,0.2826,30,0.0001667,-0.3732,0.3673,,,,,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084d565865f8b0017b423e1_6084d565865f8b0017b423e3.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,初始中心,no,no-heat-treatment,,,,,,,,,,,,,,,PP,,0.2826,30,0.0001667,-0.3429,0.3382,,,,,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084d604865f8b0017b4276a_6084d604865f8b0017b4276c.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,600#,no,no-heat-treatment,,,,,,,,,,,,,,,PP,,0.2826,30,0.0001667,-0.3691,0.2749,,,,,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084d6d0865f8b0017b42cc0_6084c9ff865f8b0017b4122a.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,初始中心,no,no-heat-treatment,,,,,,,,,,,,,,,PP,,0.2826,30,0.0001667,-0.3642,0.336,,,,,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084d9b7865f8b0017b43240_6084d9b7865f8b0017b43242.xml
16,UNS S32304,双相不锈钢,1030℃固溶1h+水淬,,,0.3,4,,,0.45,,,,,,0.14,,0.018,1.48,0.004,22.9,固溶处理,1030℃固溶1h+水淬,,1030,60,,,,,,,,,,,,,动电位极化曲线,,1,35,0.00033,-0.3,0.601,,,,,,,,,NaCl,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084dae1865f8b0017b43713_6084dae1865f8b0017b43715.xml
16,UNS S32304,双相不锈钢,1030℃固溶1h+水淬,,,0.3,4,,,0.45,,,,,,0.14,,0.018,1.48,0.004,22.9,固溶处理,1030℃固溶1h+水淬,,1030,60,,,,,,,,,,,,,动电位极化曲线,,1,35,0.00033,-0.3,0.612,,,,,,,,,NaCl,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084dc52865f8b0017b43aa8_6084dc52865f8b0017b43aaa.xml
16,UNS S32304,双相不锈钢,1030℃固溶1h+水淬,,,0.3,4,,,0.45,,,,,,0.14,,0.018,1.48,0.004,22.9,固溶处理,1030℃固溶1h+水淬,,1030,60,,,,,,,,,,,,,动电位极化曲线,,1,35,0.00033,-0.3,0.627,,,,,,,,,NaCl,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084dc95865f8b0017b43c5f_6084dc95865f8b0017b43c61.xml
16,UNS S32304,双相不锈钢,1050℃固溶1h+水淬,,,0.3,4,,,0.45,,,,,,0.14,,0.018,1.48,0.004,22.9,固溶处理,1050℃固溶1h+水淬,,1050,60,,,,,,,,,,,,,动电位极化曲线,,1,35,0.00033,-0.3,0.629,,,,,,,,,NaCl,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084dccd865f8b0017b43e16_6084dccd865f8b0017b43e18.xml
16,UNS S32304,双相不锈钢,1050℃固溶1h+水淬,,,0.3,4,,,0.45,,,,,,0.14,,0.018,1.48,0.004,22.9,固溶处理,1050℃固溶1h+水淬,,1050,60,,,,,,,,,,,,,动电位极化曲线,,1,35,0.00033,-0.3,0.627,,,,,,,,,NaCl,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084dd0c865f8b0017b43fcd_6084dd0c865f8b0017b43fcf.xml
16,UNS S32304,双相不锈钢,10500℃固溶1h+水淬,,,0.3,4,,,0.45,,,,,,0.14,,0.018,1.48,0.004,22.9,固溶处理,10500℃固溶1h+水淬,,1050,60,,,,,,,,,,,,,动电位极化曲线,,1,35,0.00033,-0.3,0.566,,,,,,,,,NaCl,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084dd53865f8b0017b44184_6084dd53865f8b0017b44186.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,初始中心,no,no-heat-treatment,,,,,,,,,,,,,,,PP,,0.2826,30,0.0001667,-0.3426,0.36,,,,,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084dd97865f8b0017b44560_6084d9eb865f8b0017b4339f.xml
16,UNS S32304,双相不锈钢,1080℃固溶1h+水淬,,,0.3,4,,,0.45,,,,,,0.14,,0.018,1.48,0.004,22.9,固溶处理,1080℃固溶1h+水淬,,1080,60,,,,,,,,,,,,,动电位极化曲线,,1,35,0.00033,-0.3,0.702,,,,,,,,,NaCl,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084ddd0865f8b0017b446c1_6084ddd0865f8b0017b446c3.xml
16,UNS S32304,双相不锈钢,1000℃固溶1h+水淬,,,0.3,4,,,0.45,,,,,,0.14,,0.018,1.48,0.004,22.9,固溶处理,1000℃固溶1h+水淬,,1000,60,,,,,,,,,,,,,动电位极化曲线,,1,35,0.00033,-0.3,0.494,,,,,,,,,NaCl,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084de9c865f8b0017b44b8e_6084d91c865f8b0017b42f12.xml
3,430LX,铁素体不锈钢,无,,0.13,,,,,0.51,,,0.024,,,0.007,0.15,0.015,0.28,0.002,16.41,未充氢未热处理,无,no-heat-treatment,,,,,,,,,,,,,,,极化曲线,,1,30,0.001667,-0.6,0.179,,,,,,,,,NaCl,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084ded1865f8b0017b44f14_6084ded1865f8b0017b44f16.xml
16,UNS S32304,双相不锈钢,1000℃固溶1h+水淬,,,0.3,4,,,0.45,,,,,,0.14,,0.018,1.48,0.004,22.9,固溶处理,1000℃固溶1h+水淬,,1000,60,,,,,,,,,,,,,动电位极化曲线,,1,35,0.00033,-0.3,0.48,,,,,,,,,NaCl,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084df19865f8b0017b44f87_6084da18865f8b0017b433a7.xml
16,UNS S32304,双相不锈钢,1000℃固溶1h+水淬,,,0.3,4,,,0.45,,,,,,0.14,,0.018,1.48,0.004,22.9,固溶处理,1000℃固溶1h+水淬,,1000,60,,,,,,,,,,,,,动电位极化曲线,,1,35,0.00033,-0.3,0.484,,,,,,,,,NaCl,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084df86865f8b0017b45571_6084da63865f8b0017b4355e.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,初始中心,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,26.6,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084e0f9865f8b0017b45fce_6084e0f9865f8b0017b45fd0.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,初始中心,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,32.5,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084e11a865f8b0017b4612f_6084e099865f8b0017b45bbb.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,初始中心,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,28.4,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084e146865f8b0017b46289_6084e146865f8b0017b4628b.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,初始中心,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,28.4,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850bc9865f8b0017b4681a_60850bc9865f8b0017b4681c.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,初始边缘,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,37.9,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850bfc865f8b0017b46976_60850bfc865f8b0017b46978.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,初始边缘,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,34,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850c29865f8b0017b46ad2_60850c29865f8b0017b46ad4.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,初始边缘,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,35.2,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850c4e865f8b0017b46c2e_60850c4e865f8b0017b46c30.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,180#,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,21.2,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850c88865f8b0017b46d8a_60850c88865f8b0017b46d8c.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,180#,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,23.8,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850cad865f8b0017b46ee6_60850cad865f8b0017b46ee8.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,180#,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,22.8,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850cd2865f8b0017b47042_60850cd2865f8b0017b47044.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,600#,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,23.9,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850d08865f8b0017b4719e_60850d08865f8b0017b471a0.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,600#,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,24.8,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850d32865f8b0017b472fa_60850d32865f8b0017b472fc.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,600#,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,25.3,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850d5a865f8b0017b47456_60850d5a865f8b0017b47458.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,1000#,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,28,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850d8f865f8b0017b475b2_60850d8f865f8b0017b475b4.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,1000#,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,27.2,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850dc0865f8b0017b4770e_60850dc0865f8b0017b47710.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,1000#,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,28.8,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850de3865f8b0017b4786a_60850de3865f8b0017b4786c.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,2000#,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,33,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850e0c865f8b0017b479c6_60850e0c865f8b0017b479c8.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,2000#,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,27.7,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850e48865f8b0017b47b22_60850e48865f8b0017b47b24.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,2000#,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,30.7,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850e6f865f8b0017b47c7e_60850e6f865f8b0017b47c80.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,2.5μm,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,33.8,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850ea9865f8b0017b47dda_60850ea9865f8b0017b47ddc.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,2.5μm,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,35.7,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850ed5865f8b0017b47f36_60850ed5865f8b0017b47f38.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,2.5μm,no,no-heat-treatment,,,,,,,,,,,,,,,CPT,,0.2826,,,,,5,0.4,1,34.8,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850f04865f8b0017b48092_60850f04865f8b0017b48094.xml
5,304,奥氏体不锈钢,no,,,,8.15,,,0.44,,,0.033,,,,,0.061,0.83,0.005,17.62,180#,no,no-heat-treatment,,,,,,,,,,,,,,,PP,,0.2826,30,0.0001667,-0.24,0.238,,,,,,,,,NaCl,1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60850f40865f8b0017b481ef_6084c745865f8b0017b40f59.xml
